OCEANBRIDGE SHIPPING LTD.,ASAHI PREMIUM BEVERAGES,NAVIA LOGISTICS PTY LTD,S00583135,NZAKL,AUMEL,AUMEL,,,8883,KG,14,M3,SUDU7923035,821320,CY/CY,22G0,1260,PLT,DAP,,NAVIA LOGISTICS PTY LTD
OCEANBRIDGE SHIPPING LTD.,ASAHI PREMIUM BEVERAGES,NAVIA LOGISTICS PTY LTD,S00583135,NZAKL,AUMEL,AUMEL,,,8883,KG,14,M3,SUDU7952413,821317,CY/CY,22G0,1260,PLT,DAP,,NAVIA LOGISTICS PTY LTD
OCEANBRIDGE SHIPPING LTD.,ASAHI PREMIUM BEVERAGES,NAVIA LOGISTICS PTY LTD,S00583135,NZAKL,AUMEL,AUMEL,,,8883,KG,14,M3,TCKU2483212,821331,CY/CY,22G0,1260,PLT,DAP,,NAVIA LOGISTICS PTY LTD
OCEANBRIDGE SHIPPING LTD.,ASAHI PREMIUM BEVERAGES,NAVIA LOGISTICS PTY LTD,S00583135,NZAKL,AUMEL,AUMEL,,,8883,KG,14,M3,HASU4137467,852457,CY/CY,45G0,1260,PLT,DAP,,NAVIA LOGISTICS PTY LTD
OCEANBRIDGE SHIPPING LTD.,ASAHI PREMIUM BEVERAGES,NAVIA LOGISTICS PTY LTD,S00583135,NZAKL,AUMEL,AUMEL,,,8883,KG,14,M3,HASU4334194,852458,CY/CY,45G0,1260,PLT,DAP,,NAVIA LOGISTICS PTY LTD
OCEANBRIDGE SHIPPING LTD.,ASAHI PREMIUM BEVERAGES,NAVIA LOGISTICS PTY LTD,S00583135,NZAKL,AUMEL,AUMEL,,,8883,KG,14,M3,HASU4701474,852451,CY/CY,45G0,1260,PLT,DAP,,NAVIA LOGISTICS PTY LTD
OCEANBRIDGE SHIPPING LTD.,ASAHI PREMIUM BEVERAGES,NAVIA LOGISTICS PTY LTD,S00583135,NZAKL,AUMEL,AUMEL,,,8883,KG,14,M3,SUDU8593128,852448,CY/CY,45G0,1260,PLT,DAP,,NAVIA LOGISTICS PTY LTD
OCEANBRIDGE SHIPPING LTD.,ASAHI PREMIUM BEVERAGES PTY LTD,NAVIA LOGISTICS PTY LTD,S00570957,NZAKL,AUMEL,AUMEL,,,36051.84,KG,75,M3,HASU1035440,,CY/CY,,3168,CAS,CFR,,NAVIA LOGISTICS PTY LTD
OCEANBRIDGE SHIPPING LTD.,ASAHI PREMIUM BEVERAGES PTY LTD,NAVIA LOGISTICS PTY LTD,S00570957,NZAKL,AUMEL,AUMEL,,,36051.84,KG,75,M3,HASU1237014,H4041464,CY/CY,22G0,3168,CAS,CFR,,NAVIA LOGISTICS PTY LTD
OCEANBRIDGE SHIPPING LTD.,ASAHI PREMIUM BEVERAGES PTY LTD,NAVIA LOGISTICS PTY LTD,S00570957,NZAKL,AUMEL,AUMEL,,,36051.84,KG,75,M3,HASU1425916,H4041410,CY/CY,22G0,3168,CAS,CFR,,NAVIA LOGISTICS PTY LTD
OCEANBRIDGE SHIPPING LTD.,ASAHI PREMIUM BEVERAGES PTY LTD,NAVIA LOGISTICS PTY LTD,S00570957,NZAKL,AUMEL,AUMEL,,,36051.84,KG,75,M3,HASU1471043,821271,CY/CY,22G0,3168,CAS,CFR,,NAVIA LOGISTICS PTY LTD
OCEANBRIDGE SHIPPING LTD.,ASAHI PREMIUM BEVERAGES PTY LTD,NAVIA LOGISTICS PTY LTD,S00570957,NZAKL,AUMEL,AUMEL,,,36051.84,KG,75,M3,SUDU7426403,821273,CY/CY,22G0,3168,CAS,CFR,,NAVIA LOGISTICS PTY LTD
OCEANBRIDGE SHIPPING LTD.,ASAHI PREMIUM BEVERAGES PTY LTD,NAVIA LOGISTICS PTY LTD,S00570957,NZAKL,AUMEL,AUMEL,,,36051.84,KG,75,M3,SUDU7665136,H4041470,CY/CY,22G0,3168,CAS,CFR,,NAVIA LOGISTICS PTY LTD
OCEANBRIDGE SHIPPING LTD.,ASAHI PREMIUM BEVERAGES PTY LTD,NAVIA LOGISTICS PTY LTD,S00570957,NZAKL,AUMEL,AUMEL,,,36051.84,KG,75,M3,SUDU7792932,821272,CY/CY,22G0,3168,CAS,CFR,,NAVIA LOGISTICS PTY LTD
OCEANBRIDGE SHIPPING LTD.,ASAHI PREMIUM BEVERAGES PTY LTD,NAVIA LOGISTICS PTY LTD,S00570957,NZAKL,AUMEL,AUMEL,,,36051.84,KG,75,M3,SUDU7827915,H4041465,CY/CY,22G0,3168,CAS,CFR,,NAVIA LOGISTICS PTY LTD
OCEANBRIDGE SHIPPING LTD.,ASAHI PREMIUM BEVERAGES PTY LTD,NAVIA LOGISTICS PTY LTD,S00570957,NZAKL,AUMEL,AUMEL,,,36051.84,KG,75,M3,HASU4531845,852435,CY/CY,45G0,3168,CAS,CFR,,NAVIA LOGISTICS PTY LTD
OCEANBRIDGE SHIPPING LTD.,ASAHI PREMIUM BEVERAGES PTY LTD,NAVIA LOGISTICS PTY LTD,S00570957,NZAKL,AUMEL,AUMEL,,,36051.84,KG,75,M3,HASU4894305,852445,CY/CY,45G0,3168,CAS,CFR,,NAVIA LOGISTICS PTY LTD
OCEANBRIDGE SHIPPING LTD.,ASAHI PREMIUM BEVERAGES PTY LTD,NAVIA LOGISTICS PTY LTD,S00570957,NZAKL,AUMEL,AUMEL,,,36051.84,KG,75,M3,HASU4920596,852440,CY/CY,45G0,3168,CAS,CFR,,NAVIA LOGISTICS PTY LTD
OCEANBRIDGE SHIPPING LTD.,ASAHI PREMIUM BEVERAGES PTY LTD,NAVIA LOGISTICS PTY LTD,S00570959,NZAKL,AUMEL,AUMEL,,"
STC: 275 Cases Alcoholic beverages (NON-DG)


     HAZARDOUS CARGO - CLASS 3 UN3065
     6 x IBC'S of Blended Scotch Whisky
     31H1 (Outer packs)
     Nil Inner Packs 
     LALS of Alc 3902     Strength 66.7% VOL
     GROSS: 5830kgs       NETT: 5200kgs",8329.5,KG,0,M3,FESU2108580,H4041530,CY/CY,22G0,281,PCE,CFR,,NAVIA LOGISTICS PTY LTD
OCEANBRIDGE SHIPPING LTD.,ASAHI PREMIUM BEVERAGES PTY LTD,NAVIA LOGISTICS PTY LTD,S00570959,NZAKL,AUMEL,AUMEL,,"
STC: 275 Cases Alcoholic beverages (NON-DG)


     HAZARDOUS CARGO - CLASS 3 UN3065
     6 x IBC'S of Blended Scotch Whisky
     31H1 (Outer packs)
     Nil Inner Packs 
     LALS of Alc 3902     Strength 66.7% VOL
     GROSS: 5830kgs       NETT: 5200kgs",8329.5,KG,0,M3,HASU1232882,821276,CY/CY,22G0,281,PCE,CFR,,NAVIA LOGISTICS PTY LTD
OCEANBRIDGE SHIPPING LTD.,ASAHI PREMIUM BEVERAGES PTY LTD,NAVIA LOGISTICS PTY LTD,S00570959,NZAKL,AUMEL,AUMEL,,"
STC: 275 Cases Alcoholic beverages (NON-DG)


     HAZARDOUS CARGO - CLASS 3 UN3065
     6 x IBC'S of Blended Scotch Whisky
     31H1 (Outer packs)
     Nil Inner Packs 
     LALS of Alc 3902     Strength 66.7% VOL
     GROSS: 5830kgs       NETT: 5200kgs",8329.5,KG,0,M3,HASU1240846,H4041521,CY/CY,22G0,281,PCE,CFR,,NAVIA LOGISTICS PTY LTD
OCEANBRIDGE SHIPPING LTD.,ASAHI PREMIUM BEVERAGES PTY LTD,NAVIA LOGISTICS PTY LTD,S00570959,NZAKL,AUMEL,AUMEL,,"
STC: 275 Cases Alcoholic beverages (NON-DG)


     HAZARDOUS CARGO - CLASS 3 UN3065
     6 x IBC'S of Blended Scotch Whisky
     31H1 (Outer packs)
     Nil Inner Packs 
     LALS of Alc 3902     Strength 66.7% VOL
     GROSS: 5830kgs       NETT: 5200kgs",8329.5,KG,0,M3,SUDU7314229,H4041524,CY/CY,22G0,281,PCE,CFR,,NAVIA LOGISTICS PTY LTD
OCEANBRIDGE SHIPPING LTD.,ASAHI PREMIUM BEVERAGES PTY LTD,NAVIA LOGISTICS PTY LTD,S00570959,NZAKL,AUMEL,AUMEL,,"
STC: 275 Cases Alcoholic beverages (NON-DG)


     HAZARDOUS CARGO - CLASS 3 UN3065
     6 x IBC'S of Blended Scotch Whisky
     31H1 (Outer packs)
     Nil Inner Packs 
     LALS of Alc 3902     Strength 66.7% VOL
     GROSS: 5830kgs       NETT: 5200kgs",8329.5,KG,0,M3,SUDU7893753,H4041526,CY/CY,22G0,281,PCE,CFR,,NAVIA LOGISTICS PTY LTD
OCEANBRIDGE SHIPPING LTD.,ASAHI PREMIUM BEVERAGES PTY LTD,NAVIA LOGISTICS PTY LTD,S00570959,NZAKL,AUMEL,AUMEL,,"
STC: 275 Cases Alcoholic beverages (NON-DG)


     HAZARDOUS CARGO - CLASS 3 UN3065
     6 x IBC'S of Blended Scotch Whisky
     31H1 (Outer packs)
     Nil Inner Packs 
     LALS of Alc 3902     Strength 66.7% VOL
     GROSS: 5830kgs       NETT: 5200kgs",8329.5,KG,0,M3,HASU4143048,852443,CY/CY,45G0,281,PCE,CFR,,NAVIA LOGISTICS PTY LTD
OCEANBRIDGE SHIPPING LTD.,ASAHI PREMIUM BEVERAGES PTY LTD,NAVIA LOGISTICS PTY LTD,S00570959,NZAKL,AUMEL,AUMEL,,"
STC: 275 Cases Alcoholic beverages (NON-DG)


     HAZARDOUS CARGO - CLASS 3 UN3065
     6 x IBC'S of Blended Scotch Whisky
     31H1 (Outer packs)
     Nil Inner Packs 
     LALS of Alc 3902     Strength 66.7% VOL
     GROSS: 5830kgs       NETT: 5200kgs",8329.5,KG,0,M3,HASU5039784,852442,CY/CY,45G0,281,PCE,CFR,,NAVIA LOGISTICS PTY LTD
OCEANBRIDGE SHIPPING LTD.,ASAHI PREMIUM BEVERAGES PTY LTD,NAVIA LOGISTICS PTY LTD,S00570959,NZAKL,AUMEL,AUMEL,,"
STC: 275 Cases Alcoholic beverages (NON-DG)


     HAZARDOUS CARGO - CLASS 3 UN3065
     6 x IBC'S of Blended Scotch Whisky
     31H1 (Outer packs)
     Nil Inner Packs 
     LALS of Alc 3902     Strength 66.7% VOL
     GROSS: 5830kgs       NETT: 5200kgs",8329.5,KG,0,M3,SUDU6798047,852444,CY/CY,45G0,281,PCE,CFR,,NAVIA LOGISTICS PTY LTD
OCEANBRIDGE SHIPPING LTD.,ASAHI PREMIUM BEVERAGES PTY LTD,NAVIA LOGISTICS PTY LTD,S00575968,NZAKL,AUBNE,AUBNE,,,78089.28,KG,150,M3,CLHU3723746,821305,CY/CY,22G0,8196,CAS,CFR,,NAVIA LOGISTICS PTY LTD
OCEANBRIDGE SHIPPING LTD.,ASAHI PREMIUM BEVERAGES PTY LTD,NAVIA LOGISTICS PTY LTD,S00575968,NZAKL,AUBNE,AUBNE,,,78089.28,KG,150,M3,FCIU3662530,821306,CY/CY,22G0,8196,CAS,CFR,,NAVIA LOGISTICS PTY LTD
OCEANBRIDGE SHIPPING LTD.,ASAHI PREMIUM BEVERAGES PTY LTD,NAVIA LOGISTICS PTY LTD,S00575968,NZAKL,AUBNE,AUBNE,,,78089.28,KG,150,M3,FCIU4592274,821308,CY/CY,22G0,8196,CAS,CFR,,NAVIA LOGISTICS PTY LTD
OCEANBRIDGE SHIPPING LTD.,ASAHI PREMIUM BEVERAGES PTY LTD,NAVIA LOGISTICS PTY LTD,S00575968,NZAKL,AUBNE,AUBNE,,,78089.28,KG,150,M3,GLDU2315939,821307,CY/CY,22G0,8196,CAS,CFR,,NAVIA LOGISTICS PTY LTD
OCEANBRIDGE SHIPPING LTD.,ASAHI PREMIUM BEVERAGES PTY LTD,NAVIA LOGISTICS PTY LTD,S00575968,NZAKL,AUBNE,AUBNE,,,78089.28,KG,150,M3,GLDU5240453,821304,CY/CY,22G0,8196,CAS,CFR,,NAVIA LOGISTICS PTY LTD
OCEANBRIDGE SHIPPING LTD.,ASAHI PREMIUM BEVERAGES PTY LTD,NAVIA LOGISTICS PTY LTD,S00575968,NZAKL,AUBNE,AUBNE,,,78089.28,KG,150,M3,GLDU5372845,821309,CY/CY,22G0,8196,CAS,CFR,,NAVIA LOGISTICS PTY LTD
OCEANBRIDGE SHIPPING LTD.,ASAHI PREMIUM BEVERAGES PTY LTD,NAVIA LOGISTICS PTY LTD,S00575968,NZAKL,AUBNE,AUBNE,,,78089.28,KG,150,M3,DFSU7267878,850943,CY/CY,45G0,8196,CAS,CFR,,NAVIA LOGISTICS PTY LTD
OCEANBRIDGE SHIPPING LTD.,ASAHI PREMIUM BEVERAGES PTY LTD,NAVIA LOGISTICS PTY LTD,S00575968,NZAKL,AUBNE,AUBNE,,,78089.28,KG,150,M3,MEDU7343853,850940,CY/CY,45G0,8196,CAS,CFR,,NAVIA LOGISTICS PTY LTD
OCEANBRIDGE SHIPPING LTD.,ASAHI PREMIUM BEVERAGES PTY LTD,NAVIA LOGISTICS PTY LTD,S00575968,NZAKL,AUBNE,AUBNE,,,78089.28,KG,150,M3,MEDU8541051,850946,CY/CY,45G0,8196,CAS,CFR,,NAVIA LOGISTICS PTY LTD
OCEANBRIDGE SHIPPING LTD.,ASAHI PREMIUM BEVERAGES PTY LTD,NAVIA LOGISTICS PTY LTD,S00575968,NZAKL,AUBNE,AUBNE,,,78089.28,KG,150,M3,TGHU9873775,850941,CY/CY,45G0,8196,CAS,CFR,,NAVIA LOGISTICS PTY LTD
OCEANBRIDGE SHIPPING LTD.,ASAHI PREMIUM BEVERAGES PTY LTD,NAVIA LOGISTICS PTY LTD,S00575975,NZAKL,AUMEL,AUMEL,,,106088.72,KG,225,M3,HASU1208504,821302,CY/CY,22G0,9044,CAS,CFR,,NAVIA LOGISTICS PTY LTD
OCEANBRIDGE SHIPPING LTD.,ASAHI PREMIUM BEVERAGES PTY LTD,NAVIA LOGISTICS PTY LTD,S00575975,NZAKL,AUMEL,AUMEL,,,106088.72,KG,225,M3,HASU1423195,821294,CY/CY,22G0,9044,CAS,CFR,,NAVIA LOGISTICS PTY LTD
OCEANBRIDGE SHIPPING LTD.,ASAHI PREMIUM BEVERAGES PTY LTD,NAVIA LOGISTICS PTY LTD,S00575975,NZAKL,AUMEL,AUMEL,,,106088.72,KG,225,M3,HASU1539138,821303,CY/CY,22G0,9044,CAS,CFR,,NAVIA LOGISTICS PTY LTD
OCEANBRIDGE SHIPPING LTD.,ASAHI PREMIUM BEVERAGES PTY LTD,NAVIA LOGISTICS PTY LTD,S00575975,NZAKL,AUMEL,AUMEL,,,106088.72,KG,225,M3,SUDU1420291,821298,CY/CY,22G0,9044,CAS,CFR,,NAVIA LOGISTICS PTY LTD
OCEANBRIDGE SHIPPING LTD.,ASAHI PREMIUM BEVERAGES PTY LTD,NAVIA LOGISTICS PTY LTD,S00575975,NZAKL,AUMEL,AUMEL,,,106088.72,KG,225,M3,SUDU1480984,821295,CY/CY,22G0,9044,CAS,CFR,,NAVIA LOGISTICS PTY LTD
OCEANBRIDGE SHIPPING LTD.,ASAHI PREMIUM BEVERAGES PTY LTD,NAVIA LOGISTICS PTY LTD,S00575975,NZAKL,AUMEL,AUMEL,,,106088.72,KG,225,M3,SUDU1941690,821293,CY/CY,22G0,9044,CAS,CFR,,NAVIA LOGISTICS PTY LTD
OCEANBRIDGE SHIPPING LTD.,ASAHI PREMIUM BEVERAGES PTY LTD,NAVIA LOGISTICS PTY LTD,S00575975,NZAKL,AUMEL,AUMEL,,,106088.72,KG,225,M3,SUDU7485664,821296,CY/CY,22G0,9044,CAS,CFR,,NAVIA LOGISTICS PTY LTD
OCEANBRIDGE SHIPPING LTD.,ASAHI PREMIUM BEVERAGES PTY LTD,NAVIA LOGISTICS PTY LTD,S00575975,NZAKL,AUMEL,AUMEL,,,106088.72,KG,225,M3,SUDU7550332,821297,CY/CY,22G0,9044,CAS,CFR,,NAVIA LOGISTICS PTY LTD
OCEANBRIDGE SHIPPING LTD.,ASAHI PREMIUM BEVERAGES PTY LTD,NAVIA LOGISTICS PTY LTD,S00575975,NZAKL,AUMEL,AUMEL,,,106088.72,KG,225,M3,SUDU7798210,821301,CY/CY,22G0,9044,CAS,CFR,,NAVIA LOGISTICS PTY LTD
OCEANBRIDGE SHIPPING LTD.,ASAHI PREMIUM BEVERAGES PTY LTD,NAVIA LOGISTICS PTY LTD,S00575977,NZAKL,AUMEL,AUMEL,,,264962.94,KG,450,M3,CNIU1208066,821322,CY/CY,22G0,18953,CAS,CFR,,NAVIA LOGISTICS PTY LTD
OCEANBRIDGE SHIPPING LTD.,ASAHI PREMIUM BEVERAGES PTY LTD,NAVIA LOGISTICS PTY LTD,S00575977,NZAKL,AUMEL,AUMEL,,,264962.94,KG,450,M3,CNIU1222418,H4041561,CY/CY,22G0,18953,CAS,CFR,,NAVIA LOGISTICS PTY LTD
OCEANBRIDGE SHIPPING LTD.,ASAHI PREMIUM BEVERAGES PTY LTD,NAVIA LOGISTICS PTY LTD,S00575977,NZAKL,AUMEL,AUMEL,,,264962.94,KG,450,M3,GLDU3898168,H4041492,CY/CY,22G0,18953,CAS,CFR,,NAVIA LOGISTICS PTY LTD
OCEANBRIDGE SHIPPING LTD.,ASAHI PREMIUM BEVERAGES PTY LTD,NAVIA LOGISTICS PTY LTD,S00575977,NZAKL,AUMEL,AUMEL,,,264962.94,KG,450,M3,HASU1135286,821326,CY/CY,22G0,18953,CAS,CFR,,NAVIA LOGISTICS PTY LTD
OCEANBRIDGE SHIPPING LTD.,ASAHI PREMIUM BEVERAGES PTY LTD,NAVIA LOGISTICS PTY LTD,S00575977,NZAKL,AUMEL,AUMEL,,,264962.94,KG,450,M3,HASU1207494,821329,CY/CY,22G0,18953,CAS,CFR,,NAVIA LOGISTICS PTY LTD
OCEANBRIDGE SHIPPING LTD.,ASAHI PREMIUM BEVERAGES PTY LTD,NAVIA LOGISTICS PTY LTD,S00575977,NZAKL,AUMEL,AUMEL,,,264962.94,KG,450,M3,SUDU1930593,821330,CY/CY,22G0,18953,CAS,CFR,,NAVIA LOGISTICS PTY LTD
OCEANBRIDGE SHIPPING LTD.,ASAHI PREMIUM BEVERAGES PTY LTD,NAVIA LOGISTICS PTY LTD,S00575977,NZAKL,AUMEL,AUMEL,,,264962.94,KG,450,M3,SUDU1973553,821314,CY/CY,22G0,18953,CAS,CFR,,NAVIA LOGISTICS PTY LTD
OCEANBRIDGE SHIPPING LTD.,ASAHI PREMIUM BEVERAGES PTY LTD,NAVIA LOGISTICS PTY LTD,S00575977,NZAKL,AUMEL,AUMEL,,,264962.94,KG,450,M3,SUDU7356190,821321,CY/CY,22G0,18953,CAS,CFR,,NAVIA LOGISTICS PTY LTD
OCEANBRIDGE SHIPPING LTD.,ASAHI PREMIUM BEVERAGES PTY LTD,NAVIA LOGISTICS PTY LTD,S00575977,NZAKL,AUMEL,AUMEL,,,264962.94,KG,450,M3,SUDU7424632,821316,CY/CY,22G0,18953,CAS,CFR,,NAVIA LOGISTICS PTY LTD
OCEANBRIDGE SHIPPING LTD.,ASAHI PREMIUM BEVERAGES PTY LTD,NAVIA LOGISTICS PTY LTD,S00575977,NZAKL,AUMEL,AUMEL,,,264962.94,KG,450,M3,SUDU7546501,821323,CY/CY,22G0,18953,CAS,CFR,,NAVIA LOGISTICS PTY LTD
OCEANBRIDGE SHIPPING LTD.,ASAHI PREMIUM BEVERAGES PTY LTD,NAVIA LOGISTICS PTY LTD,S00575977,NZAKL,AUMEL,AUMEL,,,264962.94,KG,450,M3,SUDU7590021,821327,CY/CY,22G0,18953,CAS,CFR,,NAVIA LOGISTICS PTY LTD
OCEANBRIDGE SHIPPING LTD.,ASAHI PREMIUM BEVERAGES PTY LTD,NAVIA LOGISTICS PTY LTD,S00575977,NZAKL,AUMEL,AUMEL,,,264962.94,KG,450,M3,SUDU7590675,821328,CY/CY,22G0,18953,CAS,CFR,,NAVIA LOGISTICS PTY LTD
OCEANBRIDGE SHIPPING LTD.,ASAHI PREMIUM BEVERAGES PTY LTD,NAVIA LOGISTICS PTY LTD,S00575977,NZAKL,AUMEL,AUMEL,,,264962.94,KG,450,M3,SUDU7629083,821324,CY/CY,22G0,18953,CAS,CFR,,NAVIA LOGISTICS PTY LTD
OCEANBRIDGE SHIPPING LTD.,ASAHI PREMIUM BEVERAGES PTY LTD,NAVIA LOGISTICS PTY LTD,S00575977,NZAKL,AUMEL,AUMEL,,,264962.94,KG,450,M3,SUDU7667078,821315,CY/CY,22G0,18953,CAS,CFR,,NAVIA LOGISTICS PTY LTD
OCEANBRIDGE SHIPPING LTD.,ASAHI PREMIUM BEVERAGES PTY LTD,NAVIA LOGISTICS PTY LTD,S00575977,NZAKL,AUMEL,AUMEL,,,264962.94,KG,450,M3,SUDU7697067,821325,CY/CY,22G0,18953,CAS,CFR,,NAVIA LOGISTICS PTY LTD
OCEANBRIDGE SHIPPING LTD.,ASAHI PREMIUM BEVERAGES PTY LTD,NAVIA LOGISTICS PTY LTD,S00575977,NZAKL,AUMEL,AUMEL,,,264962.94,KG,450,M3,SUDU7781178,821319,CY/CY,22G0,18953,CAS,CFR,,NAVIA LOGISTICS PTY LTD
OCEANBRIDGE SHIPPING LTD.,ASAHI PREMIUM BEVERAGES PTY LTD,NAVIA LOGISTICS PTY LTD,S00575977,NZAKL,AUMEL,AUMEL,,,264962.94,KG,450,M3,SUDU7813104,821318,CY/CY,22G0,18953,CAS,CFR,,NAVIA LOGISTICS PTY LTD
OCEANBRIDGE SHIPPING LTD.,ASAHI PREMIUM BEVERAGES PTY LTD,NAVIA LOGISTICS PTY LTD,S00575977,NZAKL,AUMEL,AUMEL,,,264962.94,KG,450,M3,SUDU7923035,821320,CY/CY,22G0,18953,CAS,CFR,,NAVIA LOGISTICS PTY LTD
OCEANBRIDGE SHIPPING LTD.,ASAHI PREMIUM BEVERAGES PTY LTD,NAVIA LOGISTICS PTY LTD,S00575977,NZAKL,AUMEL,AUMEL,,,264962.94,KG,450,M3,SUDU7952413,821317,CY/CY,22G0,18953,CAS,CFR,,NAVIA LOGISTICS PTY LTD
OCEANBRIDGE SHIPPING LTD.,ASAHI PREMIUM BEVERAGES PTY LTD,NAVIA LOGISTICS PTY LTD,S00575977,NZAKL,AUMEL,AUMEL,,,264962.94,KG,450,M3,TCKU2483212,821331,CY/CY,22G0,18953,CAS,CFR,,NAVIA LOGISTICS PTY LTD
OCEANBRIDGE SHIPPING LTD.,ASAHI PREMIUM BEVERAGES PTY LTD,NAVIA LOGISTICS PTY LTD,S00575977,NZAKL,AUMEL,AUMEL,,,264962.94,KG,450,M3,HASU4137467,852457,CY/CY,45G0,18953,CAS,CFR,,NAVIA LOGISTICS PTY LTD
OCEANBRIDGE SHIPPING LTD.,ASAHI PREMIUM BEVERAGES PTY LTD,NAVIA LOGISTICS PTY LTD,S00575977,NZAKL,AUMEL,AUMEL,,,264962.94,KG,450,M3,HASU4334194,852458,CY/CY,45G0,18953,CAS,CFR,,NAVIA LOGISTICS PTY LTD
OCEANBRIDGE SHIPPING LTD.,ASAHI PREMIUM BEVERAGES PTY LTD,NAVIA LOGISTICS PTY LTD,S00575977,NZAKL,AUMEL,AUMEL,,,264962.94,KG,450,M3,HASU4701474,852451,CY/CY,45G0,18953,CAS,CFR,,NAVIA LOGISTICS PTY LTD
OCEANBRIDGE SHIPPING LTD.,ASAHI PREMIUM BEVERAGES PTY LTD,NAVIA LOGISTICS PTY LTD,S00575977,NZAKL,AUMEL,AUMEL,,,264962.94,KG,450,M3,SUDU8593128,852448,CY/CY,45G0,18953,CAS,CFR,,NAVIA LOGISTICS PTY LTD
GP LOGISTICS NEW YORK,ASC LOGISTICS (AUST) PTY LTD,CONSOL ALLIANCE  AUSTRALIA PTY LTD,SYDA248363,USJFK,AUSYD,AUSYD,,,122,KG,27.778,CF,PMC41876QF,5,,,1,SKD,FOB,,CONSOL ALLIANCE  AUSTRALIA PTY LTD
,ASEA PTY LTD,REGROUP LOGISTICS PTY LTD,4063017187,USLAX,AUSYD,AUSYD,,,601,KG,0,M3,,,,,1,PKG,CFR,TRANSPORT FREIGHT SOLUTIONS,REGROUP LOGISTICS PTY LTD
,ASEA PTY LTD,REGROUP LOGISTICS PTY LTD,4063017284,USSFO,AUSYD,AUSYD,,,433,KG,0,M3,,,,,1,PLT,CFR,TRANSPORT FREIGHT SOLUTIONS,REGROUP LOGISTICS PTY LTD
PENANSHIN SHIPPING PTE LTD,ASEAN CARGO PTY LTD,CONSOL ALLIANCE AUSTRALIA PTY LTD,162000000000,SGSIN,AUBNE,AUBNE,RWC AUSTRALIA,"STC. CONNECTION FITTING  
PO#201778, 202996, 203164",182,KG,0.326,M3,FCIU8487929,A318768,CFS/CFS,45G0,1,PLT,CFR,,CONSOL ALLIANCE AUSTRALIA PTY LTD
"AMASS FREIGHT INTERNATIONAL CO.,LTD SHANGHAI",ASEAN CARGO PTY LTD,CONSOL ALLIANCE AUSTRALIA PTY LTD,AMIGL160391509A,CNWUC,AUMEL,AUMEL,"RODUCT:RAVIGEL
ALGINATE KV001
BATCH
NO:161013/161025
MANUFACTURE DATE:
2016-10-13/2016-10-25
EXPIRY DATE:
2018-10-12/2018-10-24
N.W.:25KG
COUNTRY OF
ORIGIN:CHINA
MANUFACTURER:
KEVIN FOOD CO.,LTD
ADD:NO.19,JINHUI
ROAD,LICHENG TOWN,
ZENGCHENG CITY,
GUANGZHOU,511300,
CHINA","STC. RAVIGEL ALGINATE KV001                   
TYPE A",2060,KG,3.77,M3,TGHU6568145,CB021151,CFS/CFS,42G1,2,PLT,CFR,,CONSOL ALLIANCE AUSTRALIA PTY LTD
"AMASS FREIGHT INTERNATIONAL CO.,LTD SHANGHAI",ASEAN CARGO PTY LTD,CONSOL ALLIANCE AUSTRALIA PTY LTD,AMIGL160410378A,CNYTN,AUBNE,AUBNE,APC161078,,988.5,KG,6.222,M3,TRHU1724674,MOL536186K,CFS/CFS,22G0,7,PKG,CFR,,CONSOL ALLIANCE AUSTRALIA PTY LTD
"AMASS FREIGHT INTERNATIONAL CO.,LTD SHANGHAI",ASEAN CARGO PTY LTD,CONSOL ALLIANCE AUSTRALIA PTY LTD,AMIGL160410378A,CNYTN,AUBNE,AUBNE,APC161078,,988.5,KG,6.222,M3,TCLU8510502,MOL260064L,CFS/CFS,45G0,7,PKG,CFR,,CONSOL ALLIANCE AUSTRALIA PTY LTD
"AMASS FREIGHT INTERNATIONAL CO.,LTD SHANGHAI",ASEAN CARGO PTY LTD,CONSOL ALLIANCE  AUSTRALIA PTY LTD,AMIGL160414823A,CNSHK,AUSYD,AUSYD,"CCDS 1613697P,
WILLIAMS +CABLE",,1231.86,KG,0.946,M3,GESU3878798,CB233362,CFS/CFS,22G0,17,PKG,CFR,,CONSOL ALLIANCE  AUSTRALIA PTY LTD
"AMASS FREIGHT INTERNATIONAL CO.,LTD SHANGHAI",ASEAN CARGO PTY LTD,CONSOL ALLIANCE  AUSTRALIA PTY LTD,AMIGL160414823A,CNSHK,AUSYD,AUSYD,"CCDS 1613697P,
WILLIAMS +CABLE",,1231.86,KG,0.946,M3,MAGU2257224,CB233367,CFS/CFS,22G0,17,PKG,CFR,,CONSOL ALLIANCE  AUSTRALIA PTY LTD
"AMASS FREIGHT INTERNATIONAL CO.,LTD SHANGHAI",ASEAN CARGO PTY LTD,CONSOL ALLIANCE  AUSTRALIA PTY LTD,AMIGL160414823A,CNSHK,AUSYD,AUSYD,"CCDS 1613697P,
WILLIAMS +CABLE",,1231.86,KG,0.946,M3,CBHU9567532,CA369452,CFS/CFS,42G1,17,PKG,CFR,,CONSOL ALLIANCE  AUSTRALIA PTY LTD
